    Radial       Axial        Radial       K            Turbulent
    position     velocity     velocity                  viscosity
    1.650E+00    0.000E+00    6.309E-04    9.267E-03
    1.650E+00    2.000E-02    6.780E-04    9.737E-03
    1.650E+00    4.000E-02    7.712E-04    1.026E-02
    1.650E+00    6.000E-02    9.197E-04    1.088E-02
    1.650E+00    8.000E-02    1.107E-03    1.152E-02
    1.650E+00    1.000E-01    1.315E-03    1.211E-02
    1.650E+00    1.200E-01    1.624E-03    1.275E-02
    1.650E+00    1.400E-01    1.948E-03    1.341E-02
    1.650E+00    1.600E-01    2.275E-03    1.409E-02
    1.650E+00    1.800E-01    2.590E-03    1.477E-02
    1.650E+00    2.000E-01    2.905E-03    1.545E-02
    1.650E+00    2.200E-01    3.174E-03    1.615E-02
    1.650E+00    2.400E-01    3.416E-03    1.689E-02
    1.650E+00    2.600E-01    3.668E-03    1.783E-02
    1.650E+00    2.800E-01    3.881E-03    1.885E-02
    1.650E+00    3.000E-01    3.990E-03    1.971E-02
    1.650E+00    3.200E-01    4.061E-03    2.038E-02
    1.650E+00    3.400E-01    4.064E-03    2.087E-02
    1.650E+00    3.600E-01    3.989E-03    2.118E-02
    1.650E+00    3.800E-01    3.834E-03    2.130E-02
    1.650E+00    4.000E-01    3.606E-03    2.124E-02
    1.650E+00    4.200E-01    3.310E-03    2.103E-02
    1.650E+00    4.400E-01    2.659E-03    1.873E-02
    1.650E+00    4.600E-01    1.557E-03    1.290E-02
    1.650E+00    4.800E-01    5.210E-04    5.909E-03
    1.650E+00    5.000E-01    0.000E+00    0.000E+00
    1.750E+00    0.000E+00    7.873E-04    1.055E-02
    1.750E+00    2.000E-02    8.503E-04    1.110E-02
    1.750E+00    4.000E-02    9.711E-04    1.167E-02
    1.750E+00    6.000E-02    1.144E-03    1.222E-02
    1.750E+00    8.000E-02    1.346E-03    1.274E-02
    1.750E+00    1.000E-01    1.573E-03    1.327E-02
    1.750E+00    1.200E-01    1.896E-03    1.385E-02
    1.750E+00    1.400E-01    2.225E-03    1.445E-02
    1.750E+00    1.600E-01    2.548E-03    1.507E-02
    1.750E+00    1.800E-01    2.852E-03    1.572E-02
    1.750E+00    2.000E-01    3.147E-03    1.639E-02
    1.750E+00    2.200E-01    3.411E-03    1.708E-02
    1.750E+00    2.400E-01    3.639E-03    1.780E-02
    1.750E+00    2.600E-01    3.859E-03    1.871E-02
    1.750E+00    2.800E-01    4.043E-03    1.967E-02
    1.750E+00    3.000E-01    4.146E-03    2.051E-02
    1.750E+00    3.200E-01    4.208E-03    2.120E-02
    1.750E+00    3.400E-01    4.211E-03    2.173E-02
    1.750E+00    3.600E-01    4.137E-03    2.210E-02
    1.750E+00    3.800E-01    3.992E-03    2.233E-02
    1.750E+00    4.000E-01    3.795E-03    2.242E-02
    1.750E+00    4.200E-01    3.552E-03    2.238E-02
    1.750E+00    4.400E-01    2.870E-03    1.981E-02
    1.750E+00    4.600E-01    1.678E-03    1.345E-02
    1.750E+00    4.800E-01    5.623E-04    6.102E-03
    1.750E+00    5.000E-01    0.000E+00    0.000E+00
    1.850E+00    0.000E+00    1.049E-03    1.273E-02
    1.850E+00    2.000E-02    1.112E-03    1.306E-02
    1.850E+00    4.000E-02    1.245E-03    1.340E-02
    1.850E+00    6.000E-02    1.434E-03    1.375E-02
    1.850E+00    8.000E-02    1.653E-03    1.415E-02
    1.850E+00    1.000E-01    1.898E-03    1.462E-02
    1.850E+00    1.200E-01    2.230E-03    1.509E-02
    1.850E+00    1.400E-01    2.556E-03    1.560E-02
    1.850E+00    1.600E-01    2.865E-03    1.615E-02
    1.850E+00    1.800E-01    3.145E-03    1.673E-02
    1.850E+00    2.000E-01    3.411E-03    1.734E-02
    1.850E+00    2.200E-01    3.661E-03    1.800E-02
    1.850E+00    2.400E-01    3.870E-03    1.869E-02
    1.850E+00    2.600E-01    4.057E-03    1.955E-02
    1.850E+00    2.800E-01    4.211E-03    2.046E-02
    1.850E+00    3.000E-01    4.306E-03    2.129E-02
    1.850E+00    3.200E-01    4.367E-03    2.200E-02
    1.850E+00    3.400E-01    4.377E-03    2.260E-02
    1.850E+00    3.600E-01    4.307E-03    2.307E-02
    1.850E+00    3.800E-01    4.170E-03    2.343E-02
    1.850E+00    4.000E-01    3.997E-03    2.369E-02
    1.850E+00    4.200E-01    3.796E-03    2.378E-02
    1.850E+00    4.400E-01    3.080E-03    2.095E-02
    1.850E+00    4.600E-01    1.798E-03    1.406E-02
    1.850E+00    4.800E-01    6.018E-04    6.323E-03
    1.850E+00    5.000E-01    0.000E+00    0.000E+00
    1.950E+00    0.000E+00    1.369E-03    1.480E-02
    1.950E+00    2.000E-02    1.431E-03    1.496E-02
    1.950E+00    4.000E-02    1.576E-03    1.516E-02
    1.950E+00    6.000E-02    1.782E-03    1.539E-02
    1.950E+00    8.000E-02    2.013E-03    1.568E-02
    1.950E+00    1.000E-01    2.268E-03    1.603E-02
    1.950E+00    1.200E-01    2.596E-03    1.641E-02
    1.950E+00    1.400E-01    2.913E-03    1.684E-02
    1.950E+00    1.600E-01    3.204E-03    1.731E-02
    1.950E+00    1.800E-01    3.460E-03    1.783E-02
    1.950E+00    2.000E-01    3.697E-03    1.839E-02
    1.950E+00    2.200E-01    3.928E-03    1.901E-02
    1.950E+00    2.400E-01    4.120E-03    1.968E-02
    1.950E+00    2.600E-01    4.282E-03    2.048E-02
    1.950E+00    2.800E-01    4.412E-03    2.134E-02
    1.950E+00    3.000E-01    4.494E-03    2.213E-02
    1.950E+00    3.200E-01    4.548E-03    2.285E-02
    1.950E+00    3.400E-01    4.555E-03    2.348E-02
    1.950E+00    3.600E-01    4.491E-03    2.404E-02
    1.950E+00    3.800E-01    4.368E-03    2.454E-02
    1.950E+00    4.000E-01    4.212E-03    2.497E-02
    1.950E+00    4.200E-01    4.036E-03    2.510E-02
    1.950E+00    4.400E-01    3.292E-03    2.206E-02
    1.950E+00    4.600E-01    1.920E-03    1.469E-02
    1.950E+00    4.800E-01    6.392E-04    6.553E-03
    1.950E+00    5.000E-01    0.000E+00    0.000E+00
    2.050E+00    0.000E+00    1.741E-03    1.650E-02
    2.050E+00    2.000E-02    1.789E-03    1.655E-02
    2.050E+00    4.000E-02    1.931E-03    1.666E-02
    2.050E+00    6.000E-02    2.140E-03    1.683E-02
    2.050E+00    8.000E-02    2.371E-03    1.706E-02
    2.050E+00    1.000E-01    2.625E-03    1.735E-02
    2.050E+00    1.200E-01    2.945E-03    1.770E-02
    2.050E+00    1.400E-01    3.248E-03    1.810E-02
    2.050E+00    1.600E-01    3.527E-03    1.856E-02
    2.050E+00    1.800E-01    3.774E-03    1.908E-02
    2.050E+00    2.000E-01    4.001E-03    1.966E-02
    2.050E+00    2.200E-01    4.227E-03    2.031E-02
    2.050E+00    2.400E-01    4.418E-03    2.100E-02
    2.050E+00    2.600E-01    4.560E-03    2.175E-02
    2.050E+00    2.800E-01    4.663E-03    2.249E-02
    2.050E+00    3.000E-01    4.735E-03    2.317E-02
    2.050E+00    3.200E-01    4.753E-03    2.381E-02
    2.050E+00    3.400E-01    4.727E-03    2.439E-02
    2.050E+00    3.600E-01    4.648E-03    2.492E-02
    2.050E+00    3.800E-01    4.531E-03    2.541E-02
    2.050E+00    4.000E-01    4.387E-03    2.587E-02
    2.050E+00    4.200E-01    4.232E-03    2.609E-02
    2.050E+00    4.400E-01    3.453E-03    2.286E-02
    2.050E+00    4.600E-01    2.004E-03    1.511E-02
    2.050E+00    4.800E-01    6.643E-04    6.694E-03
    2.050E+00    5.000E-01    0.000E+00    0.000E+00
    2.150E+00    0.000E+00    2.136E-03    1.788E-02
    2.150E+00    2.000E-02    2.166E-03    1.786E-02
    2.150E+00    4.000E-02    2.297E-03    1.794E-02
    2.150E+00    6.000E-02    2.499E-03    1.808E-02
    2.150E+00    8.000E-02    2.723E-03    1.830E-02
    2.150E+00    1.000E-01    2.971E-03    1.857E-02
    2.150E+00    1.200E-01    3.275E-03    1.893E-02
    2.150E+00    1.400E-01    3.562E-03    1.936E-02
    2.150E+00    1.600E-01    3.834E-03    1.986E-02
    2.150E+00    1.800E-01    4.084E-03    2.044E-02
    2.150E+00    2.000E-01    4.314E-03    2.108E-02
    2.150E+00    2.200E-01    4.545E-03    2.181E-02
    2.150E+00    2.400E-01    4.745E-03    2.258E-02
    2.150E+00    2.600E-01    4.874E-03    2.329E-02
    2.150E+00    2.800E-01    4.946E-03    2.385E-02
    2.150E+00    3.000E-01    5.003E-03    2.437E-02
    2.150E+00    3.200E-01    4.965E-03    2.485E-02
    2.150E+00    3.400E-01    4.886E-03    2.531E-02
    2.150E+00    3.600E-01    4.777E-03    2.572E-02
    2.150E+00    3.800E-01    4.656E-03    2.609E-02
    2.150E+00    4.000E-01    4.515E-03    2.645E-02
    2.150E+00    4.200E-01    4.364E-03    2.674E-02
    2.150E+00    4.400E-01    3.554E-03    2.340E-02
    2.150E+00    4.600E-01    2.050E-03    1.538E-02
    2.150E+00    4.800E-01    6.754E-04    6.770E-03
    2.150E+00    5.000E-01    0.000E+00    0.000E+00
    2.250E+00    0.000E+00    2.532E-03    1.925E-02
    2.250E+00    2.000E-02    2.549E-03    1.917E-02
    2.250E+00    4.000E-02    2.670E-03    1.919E-02
    2.250E+00    6.000E-02    2.864E-03    1.929E-02
    2.250E+00    8.000E-02    3.079E-03    1.948E-02
    2.250E+00    1.000E-01    3.321E-03    1.975E-02
    2.250E+00    1.200E-01    3.605E-03    2.011E-02
    2.250E+00    1.400E-01    3.876E-03    2.055E-02
    2.250E+00    1.600E-01    4.136E-03    2.108E-02
    2.250E+00    1.800E-01    4.379E-03    2.170E-02
    2.250E+00    2.000E-01    4.608E-03    2.240E-02
    2.250E+00    2.200E-01    4.834E-03    2.320E-02
    2.250E+00    2.400E-01    5.040E-03    2.406E-02
    2.250E+00    2.600E-01    5.151E-03    2.473E-02
    2.250E+00    2.800E-01    5.179E-03    2.514E-02
    2.250E+00    3.000E-01    5.200E-03    2.551E-02
    2.250E+00    3.200E-01    5.125E-03    2.586E-02
    2.250E+00    3.400E-01    5.011E-03    2.621E-02
    2.250E+00    3.600E-01    4.882E-03    2.652E-02
    2.250E+00    3.800E-01    4.752E-03    2.682E-02
    2.250E+00    4.000E-01    4.594E-03    2.713E-02
    2.250E+00    4.200E-01    4.418E-03    2.735E-02
    2.250E+00    4.400E-01    3.593E-03    2.395E-02
    2.250E+00    4.600E-01    2.064E-03    1.572E-02
    2.250E+00    4.800E-01    6.727E-04    6.878E-03
    2.250E+00    5.000E-01    0.000E+00    0.000E+00
    2.350E+00    0.000E+00    2.952E-03    2.064E-02
    2.350E+00    2.000E-02    2.954E-03    2.049E-02
    2.350E+00    4.000E-02    3.062E-03    2.044E-02
    2.350E+00    6.000E-02    3.244E-03    2.049E-02
    2.350E+00    8.000E-02    3.444E-03    2.065E-02
    2.350E+00    1.000E-01    3.673E-03    2.090E-02
    2.350E+00    1.200E-01    3.931E-03    2.125E-02
    2.350E+00    1.400E-01    4.180E-03    2.170E-02
    2.350E+00    1.600E-01    4.422E-03    2.225E-02
    2.350E+00    1.800E-01    4.654E-03    2.290E-02
    2.350E+00    2.000E-01    4.877E-03    2.366E-02
    2.350E+00    2.200E-01    5.092E-03    2.451E-02
    2.350E+00    2.400E-01    5.297E-03    2.544E-02
    2.350E+00    2.600E-01    5.384E-03    2.608E-02
    2.350E+00    2.800E-01    5.362E-03    2.636E-02
    2.350E+00    3.000E-01    5.340E-03    2.660E-02
    2.350E+00    3.200E-01    5.241E-03    2.685E-02
    2.350E+00    3.400E-01    5.106E-03    2.711E-02
    2.350E+00    3.600E-01    4.966E-03    2.736E-02
    2.350E+00    3.800E-01    4.824E-03    2.761E-02
    2.350E+00    4.000E-01    4.643E-03    2.789E-02
    2.350E+00    4.200E-01    4.423E-03    2.805E-02
    2.350E+00    4.400E-01    3.571E-03    2.456E-02
    2.350E+00    4.600E-01    2.036E-03    1.612E-02
    2.350E+00    4.800E-01    6.570E-04    7.006E-03
    2.350E+00    5.000E-01    0.000E+00    0.000E+00
    2.450E+00    0.000E+00    3.409E-03    2.206E-02
    2.450E+00    2.000E-02    3.401E-03    2.183E-02
    2.450E+00    4.000E-02    3.488E-03    2.170E-02
    2.450E+00    6.000E-02    3.642E-03    2.169E-02
    2.450E+00    8.000E-02    3.817E-03    2.180E-02
    2.450E+00    1.000E-01    4.024E-03    2.202E-02
    2.450E+00    1.200E-01    4.250E-03    2.235E-02
    2.450E+00    1.400E-01    4.469E-03    2.280E-02
    2.450E+00    1.600E-01    4.686E-03    2.336E-02
    2.450E+00    1.800E-01    4.901E-03    2.404E-02
    2.450E+00    2.000E-01    5.111E-03    2.484E-02
    2.450E+00    2.200E-01    5.319E-03    2.575E-02
    2.450E+00    2.400E-01    5.522E-03    2.672E-02
    2.450E+00    2.600E-01    5.584E-03    2.734E-02
    2.450E+00    2.800E-01    5.512E-03    2.752E-02
    2.450E+00    3.000E-01    5.448E-03    2.765E-02
    2.450E+00    3.200E-01    5.332E-03    2.782E-02
    2.450E+00    3.400E-01    5.193E-03    2.801E-02
    2.450E+00    3.600E-01    5.049E-03    2.822E-02
    2.450E+00    3.800E-01    4.891E-03    2.845E-02
    2.450E+00    4.000E-01    4.691E-03    2.872E-02
    2.450E+00    4.200E-01    4.437E-03    2.885E-02
    2.450E+00    4.400E-01    3.553E-03    2.525E-02
    2.450E+00    4.600E-01    2.010E-03    1.653E-02
    2.450E+00    4.800E-01    6.436E-04    7.142E-03
    2.450E+00    5.000E-01    0.000E+00    0.000E+00
    2.550E+00    0.000E+00    3.882E-03    2.351E-02
    2.550E+00    2.000E-02    3.868E-03    2.318E-02
    2.550E+00    4.000E-02    3.925E-03    2.297E-02
    2.550E+00    6.000E-02    4.033E-03    2.289E-02
    2.550E+00    8.000E-02    4.171E-03    2.294E-02
    2.550E+00    1.000E-01    4.351E-03    2.312E-02
    2.550E+00    1.200E-01    4.542E-03    2.342E-02
    2.550E+00    1.400E-01    4.728E-03    2.386E-02
    2.550E+00    1.600E-01    4.917E-03    2.442E-02
    2.550E+00    1.800E-01    5.112E-03    2.511E-02
    2.550E+00    2.000E-01    5.309E-03    2.593E-02
    2.550E+00    2.200E-01    5.518E-03    2.689E-02
    2.550E+00    2.400E-01    5.721E-03    2.792E-02
    2.550E+00    2.600E-01    5.768E-03    2.851E-02
    2.550E+00    2.800E-01    5.672E-03    2.860E-02
    2.550E+00    3.000E-01    5.584E-03    2.866E-02
    2.550E+00    3.200E-01    5.440E-03    2.877E-02
    2.550E+00    3.400E-01    5.301E-03    2.891E-02
    2.550E+00    3.600E-01    5.160E-03    2.909E-02
    2.550E+00    3.800E-01    4.993E-03    2.931E-02
    2.550E+00    4.000E-01    4.794E-03    2.959E-02
    2.550E+00    4.200E-01    4.555E-03    2.976E-02
    2.550E+00    4.400E-01    3.654E-03    2.601E-02
    2.550E+00    4.600E-01    2.064E-03    1.694E-02
    2.550E+00    4.800E-01    6.590E-04    7.278E-03
    2.550E+00    5.000E-01    0.000E+00    0.000E+00
    2.650E+00    0.000E+00    4.341E-03    2.498E-02
    2.650E+00    2.000E-02    4.317E-03    2.454E-02
    2.650E+00    4.000E-02    4.338E-03    2.424E-02
    2.650E+00    6.000E-02    4.398E-03    2.408E-02
    2.650E+00    8.000E-02    4.499E-03    2.406E-02
    2.650E+00    1.000E-01    4.650E-03    2.419E-02
    2.650E+00    1.200E-01    4.806E-03    2.446E-02
    2.650E+00    1.400E-01    4.958E-03    2.487E-02
    2.650E+00    1.600E-01    5.119E-03    2.542E-02
    2.650E+00    1.800E-01    5.296E-03    2.612E-02
    2.650E+00    2.000E-01    5.481E-03    2.696E-02
    2.650E+00    2.200E-01    5.687E-03    2.795E-02
    2.650E+00    2.400E-01    5.885E-03    2.902E-02
    2.650E+00    2.600E-01    5.923E-03    2.960E-02
    2.650E+00    2.800E-01    5.817E-03    2.962E-02
    2.650E+00    3.000E-01    5.723E-03    2.962E-02
    2.650E+00    3.200E-01    5.546E-03    2.969E-02
    2.650E+00    3.400E-01    5.404E-03    2.981E-02
    2.650E+00    3.600E-01    5.269E-03    2.999E-02
    2.650E+00    3.800E-01    5.102E-03    3.022E-02
    2.650E+00    4.000E-01    4.912E-03    3.053E-02
    2.650E+00    4.200E-01    4.703E-03    3.074E-02
    2.650E+00    4.400E-01    3.797E-03    2.683E-02
    2.650E+00    4.600E-01    2.149E-03    1.740E-02
    2.650E+00    4.800E-01    6.843E-04    7.433E-03
    2.650E+00    5.000E-01    0.000E+00    0.000E+00
    2.750E+00    0.000E+00    4.776E-03    2.647E-02
    2.750E+00    2.000E-02    4.734E-03    2.591E-02
    2.750E+00    4.000E-02    4.719E-03    2.551E-02
    2.750E+00    6.000E-02    4.733E-03    2.526E-02
    2.750E+00    8.000E-02    4.797E-03    2.517E-02
    2.750E+00    1.000E-01    4.920E-03    2.524E-02
    2.750E+00    1.200E-01    5.042E-03    2.546E-02
    2.750E+00    1.400E-01    5.162E-03    2.583E-02
    2.750E+00    1.600E-01    5.295E-03    2.637E-02
    2.750E+00    1.800E-01    5.456E-03    2.706E-02
    2.750E+00    2.000E-01    5.633E-03    2.791E-02
    2.750E+00    2.200E-01    5.824E-03    2.893E-02
    2.750E+00    2.400E-01    6.008E-03    3.003E-02
    2.750E+00    2.600E-01    6.038E-03    3.060E-02
    2.750E+00    2.800E-01    5.933E-03    3.057E-02
    2.750E+00    3.000E-01    5.841E-03    3.053E-02
    2.750E+00    3.200E-01    5.631E-03    3.059E-02
    2.750E+00    3.400E-01    5.486E-03    3.072E-02
    2.750E+00    3.600E-01    5.359E-03    3.091E-02
    2.750E+00    3.800E-01    5.194E-03    3.118E-02
    2.750E+00    4.000E-01    5.016E-03    3.154E-02
    2.750E+00    4.200E-01    4.845E-03    3.181E-02
    2.750E+00    4.400E-01    3.936E-03    2.772E-02
    2.750E+00    4.600E-01    2.231E-03    1.789E-02
    2.750E+00    4.800E-01    7.082E-04    7.600E-03
    2.750E+00    5.000E-01    0.000E+00    0.000E+00
    2.850E+00    0.000E+00    5.175E-03    2.799E-02
    2.850E+00    2.000E-02    5.108E-03    2.730E-02
    2.850E+00    4.000E-02    5.058E-03    2.679E-02
    2.850E+00    6.000E-02    5.032E-03    2.644E-02
    2.850E+00    8.000E-02    5.064E-03    2.627E-02
    2.850E+00    1.000E-01    5.163E-03    2.626E-02
    2.850E+00    1.200E-01    5.252E-03    2.642E-02
    2.850E+00    1.400E-01    5.342E-03    2.676E-02
    2.850E+00    1.600E-01    5.449E-03    2.726E-02
    2.850E+00    1.800E-01    5.595E-03    2.793E-02
    2.850E+00    2.000E-01    5.770E-03    2.879E-02
    2.850E+00    2.200E-01    5.928E-03    2.981E-02
    2.850E+00    2.400E-01    6.082E-03    3.093E-02
    2.850E+00    2.600E-01    6.101E-03    3.150E-02
    2.850E+00    2.800E-01    6.000E-03    3.145E-02
    2.850E+00    3.000E-01    5.915E-03    3.140E-02
    2.850E+00    3.200E-01    5.672E-03    3.147E-02
    2.850E+00    3.400E-01    5.526E-03    3.162E-02
    2.850E+00    3.600E-01    5.406E-03    3.185E-02
    2.850E+00    3.800E-01    5.239E-03    3.218E-02
    2.850E+00    4.000E-01    5.072E-03    3.262E-02
    2.850E+00    4.200E-01    4.930E-03    3.298E-02
    2.850E+00    4.400E-01    4.015E-03    2.868E-02
    2.850E+00    4.600E-01    2.272E-03    1.841E-02
    2.850E+00    4.800E-01    7.193E-04    7.775E-03
    2.850E+00    5.000E-01    0.000E+00    0.000E+00
    2.950E+00    0.000E+00    5.540E-03    2.954E-02
    2.950E+00    2.000E-02    5.446E-03    2.871E-02
    2.950E+00    4.000E-02    5.359E-03    2.807E-02
    2.950E+00    6.000E-02    5.292E-03    2.762E-02
    2.950E+00    8.000E-02    5.294E-03    2.734E-02
    2.950E+00    1.000E-01    5.372E-03    2.726E-02
    2.950E+00    1.200E-01    5.430E-03    2.735E-02
    2.950E+00    1.400E-01    5.491E-03    2.763E-02
    2.950E+00    1.600E-01    5.575E-03    2.810E-02
    2.950E+00    1.800E-01    5.709E-03    2.874E-02
    2.950E+00    2.000E-01    5.885E-03    2.959E-02
    2.950E+00    2.200E-01    5.998E-03    3.061E-02
    2.950E+00    2.400E-01    6.112E-03    3.175E-02
    2.950E+00    2.600E-01    6.119E-03    3.233E-02
    2.950E+00    2.800E-01    6.032E-03    3.228E-02
    2.950E+00    3.000E-01    5.964E-03    3.223E-02
    2.950E+00    3.200E-01    5.684E-03    3.233E-02
    2.950E+00    3.400E-01    5.534E-03    3.252E-02
    2.950E+00    3.600E-01    5.422E-03    3.282E-02
    2.950E+00    3.800E-01    5.254E-03    3.322E-02
    2.950E+00    4.000E-01    5.100E-03    3.377E-02
    2.950E+00    4.200E-01    4.990E-03    3.420E-02
    2.950E+00    4.400E-01    4.074E-03    2.969E-02
    2.950E+00    4.600E-01    2.304E-03    1.896E-02
    2.950E+00    4.800E-01    7.283E-04    7.968E-03
    2.950E+00    5.000E-01    0.000E+00    0.000E+00
   3.0500E+00   0.0          5.5304E-03   2.9845E-02
   3.0500E+00   2.0000E-02   5.4476E-03   2.9174E-02
   3.0500E+00   4.0000E-02   5.3938E-03   2.8666E-02
   3.0500E+00   6.0000E-02   5.3689E-03   2.8322E-02
   3.0500E+00   8.0000E-02   5.3731E-03   2.8141E-02
   3.0500E+00   1.0000E-01   5.4274E-03   2.8095E-02
   3.0500E+00   1.2000E-01   5.4945E-03   2.8213E-02
   3.0500E+00   1.4000E-01   5.5689E-03   2.8499E-02
   3.0500E+00   1.6000E-01   5.6507E-03   2.8956E-02
   3.0500E+00   1.8000E-01   5.7740E-03   2.9596E-02
   3.0500E+00   2.0000E-01   5.8939E-03   3.0331E-02
   3.0500E+00   2.2000E-01   5.9858E-03   3.1137E-02
   3.0500E+00   2.4000E-01   6.0497E-03   3.2014E-02
   3.0500E+00   2.6000E-01   6.0655E-03   3.2549E-02
   3.0500E+00   2.8000E-01   6.0109E-03   3.2741E-02
   3.0500E+00   3.0000E-01   5.8949E-03   3.2908E-02
   3.0500E+00   3.2000E-01   5.7175E-03   3.3050E-02
   3.0500E+00   3.4000E-01   5.5029E-03   3.3118E-02
   3.0500E+00   3.6000E-01   5.3055E-03   3.3075E-02
   3.0500E+00   3.8000E-01   5.0967E-03   3.3007E-02
   3.0500E+00   4.0000E-01   4.8763E-03   3.2915E-02
   3.0500E+00   4.2000E-01   4.6158E-03   3.2612E-02
   3.0500E+00   4.4000E-01   3.7658E-03   2.8216E-02
   3.0500E+00   4.6000E-01   2.2783E-03   1.9178E-02
   3.0500E+00   4.8000E-01   7.7984E-04   7.9993E-03
   3.0500E+00   5.0000E-01   0.0          0.0
   3.1500E+00   0.0          5.5263E-03   3.0606E-02
   3.1500E+00   2.0000E-02   5.4837E-03   3.0198E-02
   3.1500E+00   4.0000E-02   5.4640E-03   2.9911E-02
   3.1500E+00   6.0000E-02   5.4673E-03   2.9746E-02
   3.1500E+00   8.0000E-02   5.4935E-03   2.9701E-02
   3.1500E+00   1.0000E-01   5.5478E-03   2.9719E-02
   3.1500E+00   1.2000E-01   5.6095E-03   2.9865E-02
   3.1500E+00   1.4000E-01   5.6766E-03   3.0150E-02
   3.1500E+00   1.6000E-01   5.7489E-03   3.0575E-02
   3.1500E+00   1.8000E-01   5.8368E-03   3.1105E-02
   3.1500E+00   2.0000E-01   5.9103E-03   3.1684E-02
   3.1500E+00   2.2000E-01   5.9586E-03   3.2313E-02
   3.1500E+00   2.4000E-01   5.9816E-03   3.2993E-02
   3.1500E+00   2.6000E-01   5.9756E-03   3.3500E-02
   3.1500E+00   2.8000E-01   5.9191E-03   3.3791E-02
   3.1500E+00   3.0000E-01   5.8088E-03   3.4023E-02
   3.1500E+00   3.2000E-01   5.6447E-03   3.4197E-02
   3.1500E+00   3.4000E-01   5.4184E-03   3.4142E-02
   3.1500E+00   3.6000E-01   5.1357E-03   3.3595E-02
   3.1500E+00   3.8000E-01   4.8179E-03   3.2818E-02
   3.1500E+00   4.0000E-01   4.4652E-03   3.1811E-02
   3.1500E+00   4.2000E-01   4.0828E-03   3.0585E-02
   3.1500E+00   4.4000E-01   3.3866E-03   2.6871E-02
   3.1500E+00   4.6000E-01   2.1933E-03   1.9313E-02
   3.1500E+00   4.8000E-01   7.5345E-04   7.6889E-03
   3.1500E+00   5.0000E-01   0.0          0.0
   3.2500E+00   0.0          5.5451E-03   3.1568E-02
   3.2500E+00   2.0000E-02   5.5322E-03   3.1368E-02
   3.2500E+00   4.0000E-02   5.5362E-03   3.1247E-02
   3.2500E+00   6.0000E-02   5.5572E-03   3.1205E-02
   3.2500E+00   8.0000E-02   5.5950E-03   3.1242E-02
   3.2500E+00   1.0000E-01   5.6459E-03   3.1305E-02
   3.2500E+00   1.2000E-01   5.7004E-03   3.1466E-02
   3.2500E+00   1.4000E-01   5.7580E-03   3.1737E-02
   3.2500E+00   1.6000E-01   5.8188E-03   3.2117E-02
   3.2500E+00   1.8000E-01   5.8769E-03   3.2556E-02
   3.2500E+00   2.0000E-01   5.9137E-03   3.3012E-02
   3.2500E+00   2.2000E-01   5.9280E-03   3.3497E-02
   3.2500E+00   2.4000E-01   5.9199E-03   3.4012E-02
   3.2500E+00   2.6000E-01   5.8910E-03   3.4465E-02
   3.2500E+00   2.8000E-01   5.8226E-03   3.4778E-02
   3.2500E+00   3.0000E-01   5.7081E-03   3.5000E-02
   3.2500E+00   3.2000E-01   5.5473E-03   3.5130E-02
   3.2500E+00   3.4000E-01   5.3180E-03   3.4989E-02
   3.2500E+00   3.6000E-01   4.9931E-03   3.4190E-02
   3.2500E+00   3.8000E-01   4.6098E-03   3.2954E-02
   3.2500E+00   4.0000E-01   4.1680E-03   3.1282E-02
   3.2500E+00   4.2000E-01   3.6880E-03   2.9265E-02
   3.2500E+00   4.4000E-01   3.0635E-03   2.5706E-02
   3.2500E+00   4.6000E-01   2.0728E-03   1.9040E-02
   3.2500E+00   4.8000E-01   7.2160E-04   7.4661E-03
   3.2500E+00   5.0000E-01   0.0          0.0
   3.3500E+00   0.0          5.5867E-03   3.2730E-02
   3.3500E+00   2.0000E-02   5.5931E-03   3.2683E-02
   3.3500E+00   4.0000E-02   5.6104E-03   3.2673E-02
   3.3500E+00   6.0000E-02   5.6386E-03   3.2699E-02
   3.3500E+00   8.0000E-02   5.6777E-03   3.2762E-02
   3.3500E+00   1.0000E-01   5.7219E-03   3.2852E-02
   3.3500E+00   1.2000E-01   5.7670E-03   3.3016E-02
   3.3500E+00   1.4000E-01   5.8132E-03   3.3260E-02
   3.3500E+00   1.6000E-01   5.8605E-03   3.3584E-02
   3.3500E+00   1.8000E-01   5.8943E-03   3.3949E-02
   3.3500E+00   2.0000E-01   5.9042E-03   3.4314E-02
   3.3500E+00   2.2000E-01   5.8943E-03   3.4688E-02
   3.3500E+00   2.4000E-01   5.8647E-03   3.5073E-02
   3.3500E+00   2.6000E-01   5.8118E-03   3.5445E-02
   3.3500E+00   2.8000E-01   5.7215E-03   3.5704E-02
   3.3500E+00   3.0000E-01   5.5927E-03   3.5839E-02
   3.3500E+00   3.2000E-01   5.4253E-03   3.5849E-02
   3.3500E+00   3.4000E-01   5.2017E-03   3.5660E-02
   3.3500E+00   3.6000E-01   4.8778E-03   3.4858E-02
   3.3500E+00   3.8000E-01   4.4721E-03   3.3414E-02
   3.3500E+00   4.0000E-01   3.9845E-03   3.1327E-02
   3.3500E+00   4.2000E-01   3.4315E-03   2.8653E-02
   3.3500E+00   4.4000E-01   2.7968E-03   2.4722E-02
   3.3500E+00   4.6000E-01   1.9169E-03   1.8357E-02
   3.3500E+00   4.8000E-01   6.8425E-04   7.3307E-03
   3.3500E+00   5.0000E-01   0.0          0.0
